,Suburb,Year,Housing_Type,Value
557,Box Hill,2022,3 bedroom houses,480.0
558,Box Hill,2022,4 bedroom houses,650.0
559,Box Hill,2022,All properties,420.0
560,Brighton,2018,1 bedroom flats,400.0
561,Brighton,2018,2 bedroom flats,540.0
562,Brighton,2018,2 bedroom houses,600.0
563,Brighton,2018,3 bedroom flats,750.0
564,Brighton,2018,3 bedroom houses,905.0
565,Brighton,2018,4 bedroom houses,1289.0
566,Brighton,2018,All properties,650.0
567,Brighton,2019,1 bedroom flats,400.0
568,Brighton,2019,2 bedroom flats,550.0
569,Brighton,2019,2 bedroom houses,596.5
570,Brighton,2019,3 bedroom flats,750.0
571,Brighton,2019,3 bedroom houses,900.0
572,Brighton,2019,4 bedroom houses,1244.0
573,Brighton,2019,All properties,650.0
574,Brighton,2020,1 bedroom flats,400.0
575,Brighton,2020,2 bedroom flats,550.0
576,Brighton,2020,2 bedroom houses,625.0
577,Brighton,2020,3 bedroom flats,780.0
578,Brighton,2020,3 bedroom houses,887.5
579,Brighton,2020,4 bedroom houses,1244.0
580,Brighton,2020,All properties,684.0
581,Brighton,2021,1 bedroom flats,384.0
582,Brighton,2021,2 bedroom flats,522.5
583,Brighton,2021,2 bedroom houses,620.0
584,Brighton,2021,3 bedroom flats,805.0
585,Brighton,2021,3 bedroom houses,921.5
586,Brighton,2021,4 bedroom houses,1262.5
587,Brighton,2021,All properties,658.0
588,Brighton,2022,1 bedroom flats,370.0
589,Brighton,2022,2 bedroom flats,550.0
590,Brighton,2022,2 bedroom houses,620.0
591,Brighton,2022,3 bedroom flats,800.0
592,Brighton,2022,3 bedroom houses,973.0
593,Brighton,2022,4 bedroom houses,1400.0
594,Brighton,2022,All properties,670.0
595,Brighton East,2018,1 bedroom flats,0.0
596,Brighton East,2018,2 bedroom flats,454.0
597,Brighton East,2018,2 bedroom houses,520.0
598,Brighton East,2018,3 bedroom flats,650.0
599,Brighton East,2018,3 bedroom houses,661.5
600,Brighton East,2018,4 bedroom houses,1050.0
601,Brighton East,2018,All properties,682.5
602,Brighton East,2019,1 bedroom flats,0.0
603,Brighton East,2019,2 bedroom flats,457.5
604,Brighton East,2019,2 bedroom houses,520.0
605,Brighton East,2019,3 bedroom flats,679.0
606,Brighton East,2019,3 bedroom houses,670.0
607,Brighton East,2019,4 bedroom houses,1000.0
608,Brighton East,2019,All properties,700.0
609,Brighton East,2020,1 bedroom flats,0.0
610,Brighton East,2020,2 bedroom flats,472.5
611,Brighton East,2020,2 bedroom houses,517.5
612,Brighton East,2020,3 bedroom flats,635.0
613,Brighton East,2020,3 bedroom houses,695.0
614,Brighton East,2020,4 bedroom houses,1100.0
615,Brighton East,2020,All properties,737.5
616,Brighton East,2021,1 bedroom flats,0.0
617,Brighton East,2021,2 bedroom flats,460.0
618,Brighton East,2021,2 bedroom houses,550.0
619,Brighton East,2021,3 bedroom flats,655.0
620,Brighton East,2021,3 bedroom houses,722.5
621,Brighton East,2021,4 bedroom houses,1090.0
622,Brighton East,2021,All properties,712.5
623,Brighton East,2022,1 bedroom flats,0.0
624,Brighton East,2022,2 bedroom flats,475.0
625,Brighton East,2022,2 bedroom houses,535.0
626,Brighton East,2022,3 bedroom flats,660.0
627,Brighton East,2022,3 bedroom houses,750.0
628,Brighton East,2022,4 bedroom houses,1100.0
629,Brighton East,2022,All properties,750.0
630,Broadmeadows-Roxburgh Park,2018,1 bedroom flats,255.0
631,Broadmeadows-Roxburgh Park,2018,2 bedroom flats,340.0
632,Broadmeadows-Roxburgh Park,2018,2 bedroom houses,337.0
633,Broadmeadows-Roxburgh Park,2018,3 bedroom flats,360.0
634,Broadmeadows-Roxburgh Park,2018,3 bedroom houses,360.0
635,Broadmeadows-Roxburgh Park,2018,4 bedroom houses,427.5
636,Broadmeadows-Roxburgh Park,2018,All properties,364.5
637,Broadmeadows-Roxburgh Park,2019,1 bedroom flats,265.0
638,Broadmeadows-Roxburgh Park,2019,2 bedroom flats,348.0
639,Broadmeadows-Roxburgh Park,2019,2 bedroom houses,350.0
640,Broadmeadows-Roxburgh Park,2019,3 bedroom flats,361.0
641,Broadmeadows-Roxburgh Park,2019,3 bedroom houses,370.0
642,Broadmeadows-Roxburgh Park,2019,4 bedroom houses,436.5
643,Broadmeadows-Roxburgh Park,2019,All properties,370.0
644,Broadmeadows-Roxburgh Park,2020,1 bedroom flats,254.0
645,Broadmeadows-Roxburgh Park,2020,2 bedroom flats,350.0
646,Broadmeadows-Roxburgh Park,2020,2 bedroom houses,350.0
647,Broadmeadows-Roxburgh Park,2020,3 bedroom flats,370.0
648,Broadmeadows-Roxburgh Park,2020,3 bedroom houses,370.0
649,Broadmeadows-Roxburgh Park,2020,4 bedroom houses,430.0
650,Broadmeadows-Roxburgh Park,2020,All properties,370.0
651,Broadmeadows-Roxburgh Park,2021,1 bedroom flats,250.0
652,Broadmeadows-Roxburgh Park,2021,2 bedroom flats,340.0
653,Broadmeadows-Roxburgh Park,2021,2 bedroom houses,337.5
654,Broadmeadows-Roxburgh Park,2021,3 bedroom flats,369.5
655,Broadmeadows-Roxburgh Park,2021,3 bedroom houses,360.0
656,Broadmeadows-Roxburgh Park,2021,4 bedroom houses,440.0
657,Broadmeadows-Roxburgh Park,2021,All properties,366.5
658,Broadmeadows-Roxburgh Park,2022,1 bedroom flats,280.0
659,Broadmeadows-Roxburgh Park,2022,2 bedroom flats,340.0
660,Broadmeadows-Roxburgh Park,2022,2 bedroom houses,335.0
661,Broadmeadows-Roxburgh Park,2022,3 bedroom flats,370.0
662,Broadmeadows-Roxburgh Park,2022,3 bedroom houses,370.0
663,Broadmeadows-Roxburgh Park,2022,4 bedroom houses,460.0
664,Broadmeadows-Roxburgh Park,2022,All properties,371.0
665,Brunswick,2018,1 bedroom flats,355.0
666,Brunswick,2018,2 bedroom flats,450.0
667,Brunswick,2018,2 bedroom houses,525.0
668,Brunswick,2018,3 bedroom flats,650.0
669,Brunswick,2018,3 bedroom houses,670.0
670,Brunswick,2018,4 bedroom houses,832.5
671,Brunswick,2018,All properties,455.0
672,Brunswick,2019,1 bedroom flats,360.0
673,Brunswick,2019,2 bedroom flats,462.5
674,Brunswick,2019,2 bedroom houses,544.0
675,Brunswick,2019,3 bedroom flats,627.5
676,Brunswick,2019,3 bedroom houses,680.0
677,Brunswick,2019,4 bedroom houses,842.5
678,Brunswick,2019,All properties,470.0
679,Brunswick,2020,1 bedroom flats,360.0
680,Brunswick,2020,2 bedroom flats,466.5
681,Brunswick,2020,2 bedroom houses,550.0
682,Brunswick,2020,3 bedroom flats,632.5
683,Brunswick,2020,3 bedroom houses,672.5
684,Brunswick,2020,4 bedroom houses,842.5
685,Brunswick,2020,All properties,480.0
686,Brunswick,2021,1 bedroom flats,329.0
687,Brunswick,2021,2 bedroom flats,405.0
688,Brunswick,2021,2 bedroom houses,542.5
689,Brunswick,2021,3 bedroom flats,600.0
690,Brunswick,2021,3 bedroom houses,675.0
691,Brunswick,2021,4 bedroom houses,800.0
692,Brunswick,2021,All properties,422.5
693,Brunswick,2022,1 bedroom flats,330.0
694,Brunswick,2022,2 bedroom flats,420.0
695,Brunswick,2022,2 bedroom houses,550.0
696,Brunswick,2022,3 bedroom flats,650.0
697,Brunswick,2022,3 bedroom houses,675.0
698,Brunswick,2022,4 bedroom houses,845.0
699,Brunswick,2022,All properties,430.0
700,Bulleen-Templestowe-Doncaster,2018,1 bedroom flats,365.0
701,Bulleen-Templestowe-Doncaster,2018,2 bedroom flats,440.0
702,Bulleen-Templestowe-Doncaster,2018,2 bedroom houses,396.5
703,Bulleen-Templestowe-Doncaster,2018,3 bedroom flats,535.0
704,Bulleen-Templestowe-Doncaster,2018,3 bedroom houses,477.5
705,Bulleen-Templestowe-Doncaster,2018,4 bedroom houses,587.5
706,Bulleen-Templestowe-Doncaster,2018,All properties,477.5
707,Bulleen-Templestowe-Doncaster,2019,1 bedroom flats,380.0
708,Bulleen-Templestowe-Doncaster,2019,2 bedroom flats,450.0
709,Bulleen-Templestowe-Doncaster,2019,2 bedroom houses,409.0
710,Bulleen-Templestowe-Doncaster,2019,3 bedroom flats,540.0
711,Bulleen-Templestowe-Doncaster,2019,3 bedroom houses,462.5
712,Bulleen-Templestowe-Doncaster,2019,4 bedroom houses,600.0
713,Bulleen-Templestowe-Doncaster,2019,All properties,489.0
714,Bulleen-Templestowe-Doncaster,2020,1 bedroom flats,375.0
715,Bulleen-Templestowe-Doncaster,2020,2 bedroom flats,442.0
716,Bulleen-Templestowe-Doncaster,2020,2 bedroom houses,404.0
717,Bulleen-Templestowe-Doncaster,2020,3 bedroom flats,532.5
718,Bulleen-Templestowe-Doncaster,2020,3 bedroom houses,470.0
719,Bulleen-Templestowe-Doncaster,2020,4 bedroom houses,600.0
720,Bulleen-Templestowe-Doncaster,2020,All properties,480.0
721,Bulleen-Templestowe-Doncaster,2021,1 bedroom flats,345.0
722,Bulleen-Templestowe-Doncaster,2021,2 bedroom flats,400.0
723,Bulleen-Templestowe-Doncaster,2021,2 bedroom houses,420.0
724,Bulleen-Templestowe-Doncaster,2021,3 bedroom flats,517.5
725,Bulleen-Templestowe-Doncaster,2021,3 bedroom houses,485.0
726,Bulleen-Templestowe-Doncaster,2021,4 bedroom houses,600.0
727,Bulleen-Templestowe-Doncaster,2021,All properties,480.0
728,Bulleen-Templestowe-Doncaster,2022,1 bedroom flats,350.0
729,Bulleen-Templestowe-Doncaster,2022,2 bedroom flats,425.0
730,Bulleen-Templestowe-Doncaster,2022,2 bedroom houses,428.0
731,Bulleen-Templestowe-Doncaster,2022,3 bedroom flats,550.0
732,Bulleen-Templestowe-Doncaster,2022,3 bedroom houses,495.0
733,Bulleen-Templestowe-Doncaster,2022,4 bedroom houses,650.0
734,Bulleen-Templestowe-Doncaster,2022,All properties,490.0
735,Bundoora-Greensborough-Hurstbridge,2018,1 bedroom flats,297.5
736,Bundoora-Greensborough-Hurstbridge,2018,2 bedroom flats,360.0
737,Bundoora-Greensborough-Hurstbridge,2018,2 bedroom houses,360.0
738,Bundoora-Greensborough-Hurstbridge,2018,3 bedroom flats,422.5
739,Bundoora-Greensborough-Hurstbridge,2018,3 bedroom houses,400.0
740,Bundoora-Greensborough-Hurstbridge,2018,4 bedroom houses,427.5
741,Bundoora-Greensborough-Hurstbridge,2018,All properties,390.0
742,Bundoora-Greensborough-Hurstbridge,2019,1 bedroom flats,300.0
743,Bundoora-Greensborough-Hurstbridge,2019,2 bedroom flats,370.0
744,Bundoora-Greensborough-Hurstbridge,2019,2 bedroom houses,369.0
745,Bundoora-Greensborough-Hurstbridge,2019,3 bedroom flats,430.0
746,Bundoora-Greensborough-Hurstbridge,2019,3 bedroom houses,412.5
747,Bundoora-Greensborough-Hurstbridge,2019,4 bedroom houses,435.0
748,Bundoora-Greensborough-Hurstbridge,2019,All properties,400.0
749,Bundoora-Greensborough-Hurstbridge,2020,1 bedroom flats,310.0
750,Bundoora-Greensborough-Hurstbridge,2020,2 bedroom flats,370.0
751,Bundoora-Greensborough-Hurstbridge,2020,2 bedroom houses,372.5
752,Bundoora-Greensborough-Hurstbridge,2020,3 bedroom flats,440.0
753,Bundoora-Greensborough-Hurstbridge,2020,3 bedroom houses,420.0
754,Bundoora-Greensborough-Hurstbridge,2020,4 bedroom houses,450.0
755,Bundoora-Greensborough-Hurstbridge,2020,All properties,400.0
756,Bundoora-Greensborough-Hurstbridge,2021,1 bedroom flats,300.0
757,Bundoora-Greensborough-Hurstbridge,2021,2 bedroom flats,360.0
758,Bundoora-Greensborough-Hurstbridge,2021,2 bedroom houses,382.5
759,Bundoora-Greensborough-Hurstbridge,2021,3 bedroom flats,445.0
760,Bundoora-Greensborough-Hurstbridge,2021,3 bedroom houses,420.0
761,Bundoora-Greensborough-Hurstbridge,2021,4 bedroom houses,450.0
762,Bundoora-Greensborough-Hurstbridge,2021,All properties,410.0
763,Bundoora-Greensborough-Hurstbridge,2022,1 bedroom flats,300.0
764,Bundoora-Greensborough-Hurstbridge,2022,2 bedroom flats,370.0
765,Bundoora-Greensborough-Hurstbridge,2022,2 bedroom houses,390.0
766,Bundoora-Greensborough-Hurstbridge,2022,3 bedroom flats,470.0
767,Bundoora-Greensborough-Hurstbridge,2022,3 bedroom houses,430.0
768,Bundoora-Greensborough-Hurstbridge,2022,4 bedroom houses,465.0
769,Bundoora-Greensborough-Hurstbridge,2022,All properties,420.0
770,Burwood-Ashburton,2018,1 bedroom flats,232.5
771,Burwood-Ashburton,2018,2 bedroom flats,447.5
772,Burwood-Ashburton,2018,2 bedroom houses,420.0
773,Burwood-Ashburton,2018,3 bedroom flats,550.0
774,Burwood-Ashburton,2018,3 bedroom houses,500.0
775,Burwood-Ashburton,2018,4 bedroom houses,625.0
776,Burwood-Ashburton,2018,All properties,460.0
777,Burwood-Ashburton,2019,1 bedroom flats,242.5
778,Burwood-Ashburton,2019,2 bedroom flats,450.0
779,Burwood-Ashburton,2019,2 bedroom houses,419.5
780,Burwood-Ashburton,2019,3 bedroom flats,550.0
781,Burwood-Ashburton,2019,3 bedroom houses,500.0
782,Burwood-Ashburton,2019,4 bedroom houses,649.0
783,Burwood-Ashburton,2019,All properties,470.0
784,Burwood-Ashburton,2020,1 bedroom flats,260.0
785,Burwood-Ashburton,2020,2 bedroom flats,442.5
786,Burwood-Ashburton,2020,2 bedroom houses,406.5
787,Burwood-Ashburton,2020,3 bedroom flats,555.0
788,Burwood-Ashburton,2020,3 bedroom houses,497.5
789,Burwood-Ashburton,2020,4 bedroom houses,650.0
790,Burwood-Ashburton,2020,All properties,458.0
791,Burwood-Ashburton,2021,1 bedroom flats,245.0
792,Burwood-Ashburton,2021,2 bedroom flats,397.5
793,Burwood-Ashburton,2021,2 bedroom houses,400.0
794,Burwood-Ashburton,2021,3 bedroom flats,527.5
795,Burwood-Ashburton,2021,3 bedroom houses,482.5
796,Burwood-Ashburton,2021,4 bedroom houses,602.5
797,Burwood-Ashburton,2021,All properties,450.0
798,Burwood-Ashburton,2022,1 bedroom flats,225.0
799,Burwood-Ashburton,2022,2 bedroom flats,400.0
800,Burwood-Ashburton,2022,2 bedroom houses,420.0
801,Burwood-Ashburton,2022,3 bedroom flats,530.0
802,Burwood-Ashburton,2022,3 bedroom houses,500.0
803,Burwood-Ashburton,2022,4 bedroom houses,650.0
804,Burwood-Ashburton,2022,All properties,450.0
805,CBD-St Kilda Rd,2018,1 bedroom flats,420.0
806,CBD-St Kilda Rd,2018,2 bedroom flats,590.0
807,CBD-St Kilda Rd,2018,2 bedroom houses,0.0
808,CBD-St Kilda Rd,2018,3 bedroom flats,770.0
809,CBD-St Kilda Rd,2018,3 bedroom houses,0.0
810,CBD-St Kilda Rd,2018,4 bedroom houses,0.0
811,CBD-St Kilda Rd,2018,All properties,495.0
812,CBD-St Kilda Rd,2019,1 bedroom flats,436.0
813,CBD-St Kilda Rd,2019,2 bedroom flats,600.0
814,CBD-St Kilda Rd,2019,2 bedroom houses,0.0
815,CBD-St Kilda Rd,2019,3 bedroom flats,810.0
816,CBD-St Kilda Rd,2019,3 bedroom houses,0.0
817,CBD-St Kilda Rd,2019,4 bedroom houses,0.0
818,CBD-St Kilda Rd,2019,All properties,505.0
819,CBD-St Kilda Rd,2020,1 bedroom flats,412.5
820,CBD-St Kilda Rd,2020,2 bedroom flats,570.0
821,CBD-St Kilda Rd,2020,2 bedroom houses,0.0
822,CBD-St Kilda Rd,2020,3 bedroom flats,811.0
823,CBD-St Kilda Rd,2020,3 bedroom houses,0.0
824,CBD-St Kilda Rd,2020,4 bedroom houses,0.0
825,CBD-St Kilda Rd,2020,All properties,477.5
826,CBD-St Kilda Rd,2021,1 bedroom flats,310.0
827,CBD-St Kilda Rd,2021,2 bedroom flats,400.0
828,CBD-St Kilda Rd,2021,2 bedroom houses,0.0
829,CBD-St Kilda Rd,2021,3 bedroom flats,620.0
830,CBD-St Kilda Rd,2021,3 bedroom houses,0.0
831,CBD-St Kilda Rd,2021,4 bedroom houses,0.0
832,CBD-St Kilda Rd,2021,All properties,359.5
833,CBD-St Kilda Rd,2022,1 bedroom flats,340.0
834,CBD-St Kilda Rd,2022,2 bedroom flats,450.0
835,CBD-St Kilda Rd,2022,2 bedroom houses,0.0
836,CBD-St Kilda Rd,2022,3 bedroom flats,680.0
837,CBD-St Kilda Rd,2022,3 bedroom houses,0.0
838,CBD-St Kilda Rd,2022,4 bedroom houses,0.0
839,CBD-St Kilda Rd,2022,All properties,390.0
840,Camberwell-Glen Iris,2018,1 bedroom flats,352.5
841,Camberwell-Glen Iris,2018,2 bedroom flats,450.0
842,Camberwell-Glen Iris,2018,2 bedroom houses,529.0
843,Camberwell-Glen Iris,2018,3 bedroom flats,627.5
844,Camberwell-Glen Iris,2018,3 bedroom houses,650.0
845,Camberwell-Glen Iris,2018,4 bedroom houses,877.5
846,Camberwell-Glen Iris,2018,All properties,490.0
847,Camberwell-Glen Iris,2019,1 bedroom flats,355.0
848,Camberwell-Glen Iris,2019,2 bedroom flats,451.5
849,Camberwell-Glen Iris,2019,2 bedroom houses,500.0
850,Camberwell-Glen Iris,2019,3 bedroom flats,642.5
851,Camberwell-Glen Iris,2019,3 bedroom houses,650.0
852,Camberwell-Glen Iris,2019,4 bedroom houses,909.0
853,Camberwell-Glen Iris,2019,All properties,500.0
854,Camberwell-Glen Iris,2020,1 bedroom flats,350.0
855,Camberwell-Glen Iris,2020,2 bedroom flats,450.0
856,Camberwell-Glen Iris,2020,2 bedroom houses,527.5
857,Camberwell-Glen Iris,2020,3 bedroom flats,650.0
858,Camberwell-Glen Iris,2020,3 bedroom houses,652.5
859,Camberwell-Glen Iris,2020,4 bedroom houses,900.0
860,Camberwell-Glen Iris,2020,All properties,500.0
861,Camberwell-Glen Iris,2021,1 bedroom flats,330.0
862,Camberwell-Glen Iris,2021,2 bedroom flats,415.0
863,Camberwell-Glen Iris,2021,2 bedroom houses,500.0
864,Camberwell-Glen Iris,2021,3 bedroom flats,610.0
865,Camberwell-Glen Iris,2021,3 bedroom houses,650.0
866,Camberwell-Glen Iris,2021,4 bedroom houses,887.5
867,Camberwell-Glen Iris,2021,All properties,450.0
868,Camberwell-Glen Iris,2022,1 bedroom flats,330.0
869,Camberwell-Glen Iris,2022,2 bedroom flats,420.0
870,Camberwell-Glen Iris,2022,2 bedroom houses,500.0
871,Camberwell-Glen Iris,2022,3 bedroom flats,650.0
872,Camberwell-Glen Iris,2022,3 bedroom houses,695.0
873,Camberwell-Glen Iris,2022,4 bedroom houses,930.0
874,Camberwell-Glen Iris,2022,All properties,470.0
875,Canterbury-Surrey Hills-Mont Albert,2018,1 bedroom flats,369.0
876,Canterbury-Surrey Hills-Mont Albert,2018,2 bedroom flats,430.0
877,Canterbury-Surrey Hills-Mont Albert,2018,2 bedroom houses,459.0
878,Canterbury-Surrey Hills-Mont Albert,2018,3 bedroom flats,590.0
879,Canterbury-Surrey Hills-Mont Albert,2018,3 bedroom houses,645.0
880,Canterbury-Surrey Hills-Mont Albert,2018,4 bedroom houses,905.0
881,Canterbury-Surrey Hills-Mont Albert,2018,All properties,495.0
882,Canterbury-Surrey Hills-Mont Albert,2019,1 bedroom flats,390.0
883,Canterbury-Surrey Hills-Mont Albert,2019,2 bedroom flats,442.5
884,Canterbury-Surrey Hills-Mont Albert,2019,2 bedroom houses,465.0
885,Canterbury-Surrey Hills-Mont Albert,2019,3 bedroom flats,607.5
886,Canterbury-Surrey Hills-Mont Albert,2019,3 bedroom houses,650.0
887,Canterbury-Surrey Hills-Mont Albert,2019,4 bedroom houses,887.5
888,Canterbury-Surrey Hills-Mont Albert,2019,All properties,512.5
889,Canterbury-Surrey Hills-Mont Albert,2020,1 bedroom flats,390.0
890,Canterbury-Surrey Hills-Mont Albert,2020,2 bedroom flats,447.5
891,Canterbury-Surrey Hills-Mont Albert,2020,2 bedroom houses,462.5
892,Canterbury-Surrey Hills-Mont Albert,2020,3 bedroom flats,604.0
893,Canterbury-Surrey Hills-Mont Albert,2020,3 bedroom houses,617.5
894,Canterbury-Surrey Hills-Mont Albert,2020,4 bedroom houses,857.5
895,Canterbury-Surrey Hills-Mont Albert,2020,All properties,517.5
896,Canterbury-Surrey Hills-Mont Albert,2021,1 bedroom flats,352.5
897,Canterbury-Surrey Hills-Mont Albert,2021,2 bedroom flats,420.0
898,Canterbury-Surrey Hills-Mont Albert,2021,2 bedroom houses,460.0
899,Canterbury-Surrey Hills-Mont Albert,2021,3 bedroom flats,592.5
900,Canterbury-Surrey Hills-Mont Albert,2021,3 bedroom houses,601.5
901,Canterbury-Surrey Hills-Mont Albert,2021,4 bedroom houses,875.0
902,Canterbury-Surrey Hills-Mont Albert,2021,All properties,487.5
903,Canterbury-Surrey Hills-Mont Albert,2022,1 bedroom flats,328.0
904,Canterbury-Surrey Hills-Mont Albert,2022,2 bedroom flats,430.0
905,Canterbury-Surrey Hills-Mont Albert,2022,2 bedroom houses,450.0
906,Canterbury-Surrey Hills-Mont Albert,2022,3 bedroom flats,635.0
907,Canterbury-Surrey Hills-Mont Albert,2022,3 bedroom houses,670.0
908,Canterbury-Surrey Hills-Mont Albert,2022,4 bedroom houses,920.0
909,Canterbury-Surrey Hills-Mont Albert,2022,All properties,495.0
910,Carlton North,2018,1 bedroom flats,350.0
911,Carlton North,2018,2 bedroom flats,486.5
912,Carlton North,2018,2 bedroom houses,577.5
913,Carlton North,2018,3 bedroom flats,650.0
914,Carlton North,2018,3 bedroom houses,750.0
915,Carlton North,2018,4 bedroom houses,905.0
916,Carlton North,2018,All properties,566.0
917,Carlton North,2019,1 bedroom flats,370.0
918,Carlton North,2019,2 bedroom flats,490.0
919,Carlton North,2019,2 bedroom houses,581.5
920,Carlton North,2019,3 bedroom flats,642.5
921,Carlton North,2019,3 bedroom houses,782.5
922,Carlton North,2019,4 bedroom houses,950.0
923,Carlton North,2019,All properties,580.0
924,Carlton North,2020,1 bedroom flats,355.0
925,Carlton North,2020,2 bedroom flats,490.0
926,Carlton North,2020,2 bedroom houses,602.5
927,Carlton North,2020,3 bedroom flats,660.0
928,Carlton North,2020,3 bedroom houses,772.5
929,Carlton North,2020,4 bedroom houses,970.0
930,Carlton North,2020,All properties,590.0
931,Carlton North,2021,1 bedroom flats,320.0
932,Carlton North,2021,2 bedroom flats,425.0
933,Carlton North,2021,2 bedroom houses,582.5
934,Carlton North,2021,3 bedroom flats,592.5
935,Carlton North,2021,3 bedroom houses,750.0
936,Carlton North,2021,4 bedroom houses,950.0
937,Carlton North,2021,All properties,577.5
938,Carlton North,2022,1 bedroom flats,320.0
