,Suburb,Housing_Type,Value,No_of_child_charity,No_of_adult_charity,No_of_bus_stop,No_of_train_station,School_Type,No_of_school
11000,elsternwick,2 bedroom flats,460.0,14.0,15.0,0.0,1.0,Primary,2.0
11001,elsternwick,2 bedroom houses,620.0,14.0,15.0,0.0,1.0,Pri/Sec,2.0
11002,elsternwick,2 bedroom houses,620.0,14.0,15.0,0.0,1.0,Primary,2.0
11003,elsternwick,3 bedroom flats,680.0,14.0,15.0,0.0,1.0,Pri/Sec,2.0
11004,elsternwick,3 bedroom flats,680.0,14.0,15.0,0.0,1.0,Primary,2.0
11005,elsternwick,3 bedroom houses,760.0,14.0,15.0,0.0,1.0,Pri/Sec,2.0
11006,elsternwick,3 bedroom houses,760.0,14.0,15.0,0.0,1.0,Primary,2.0
11007,elsternwick,4 bedroom houses,1000.0,14.0,15.0,0.0,1.0,Pri/Sec,2.0
11008,elsternwick,4 bedroom houses,1000.0,14.0,15.0,0.0,1.0,Primary,2.0
11009,elsternwick,All properties,440.0,14.0,15.0,0.0,1.0,Pri/Sec,2.0
11010,elsternwick,All properties,440.0,14.0,15.0,0.0,1.0,Primary,2.0
11431,eltham,1 bedroom flats,310.0,19.0,21.0,0.0,1.0,Primary,3.0
11432,eltham,1 bedroom flats,310.0,19.0,21.0,0.0,1.0,Secondary,2.0
11433,research,1 bedroom flats,310.0,3.0,2.0,0.0,0.0,Pri/Sec,1.0
11434,research,1 bedroom flats,310.0,3.0,2.0,0.0,0.0,Primary,1.0
11435,montmorency,1 bedroom flats,310.0,4.0,6.0,0.0,1.0,Primary,3.0
11436,montmorency,1 bedroom flats,310.0,4.0,6.0,0.0,1.0,Secondary,1.0
11437,eltham,2 bedroom flats,400.0,19.0,21.0,0.0,1.0,Primary,3.0
11438,eltham,2 bedroom flats,400.0,19.0,21.0,0.0,1.0,Secondary,2.0
11439,research,2 bedroom flats,400.0,3.0,2.0,0.0,0.0,Pri/Sec,1.0
11440,research,2 bedroom flats,400.0,3.0,2.0,0.0,0.0,Primary,1.0
11441,montmorency,2 bedroom flats,400.0,4.0,6.0,0.0,1.0,Primary,3.0
11442,montmorency,2 bedroom flats,400.0,4.0,6.0,0.0,1.0,Secondary,1.0
11443,eltham,2 bedroom houses,420.0,19.0,21.0,0.0,1.0,Primary,3.0
11444,eltham,2 bedroom houses,420.0,19.0,21.0,0.0,1.0,Secondary,2.0
11445,research,2 bedroom houses,420.0,3.0,2.0,0.0,0.0,Pri/Sec,1.0
11446,research,2 bedroom houses,420.0,3.0,2.0,0.0,0.0,Primary,1.0
11447,montmorency,2 bedroom houses,420.0,4.0,6.0,0.0,1.0,Primary,3.0
11448,montmorency,2 bedroom houses,420.0,4.0,6.0,0.0,1.0,Secondary,1.0
11449,eltham,3 bedroom flats,513.0,19.0,21.0,0.0,1.0,Primary,3.0
11450,eltham,3 bedroom flats,513.0,19.0,21.0,0.0,1.0,Secondary,2.0
11451,research,3 bedroom flats,513.0,3.0,2.0,0.0,0.0,Pri/Sec,1.0
11452,research,3 bedroom flats,513.0,3.0,2.0,0.0,0.0,Primary,1.0
11453,montmorency,3 bedroom flats,513.0,4.0,6.0,0.0,1.0,Primary,3.0
11454,montmorency,3 bedroom flats,513.0,4.0,6.0,0.0,1.0,Secondary,1.0
11455,eltham,3 bedroom houses,525.0,19.0,21.0,0.0,1.0,Primary,3.0
11456,eltham,3 bedroom houses,525.0,19.0,21.0,0.0,1.0,Secondary,2.0
11457,research,3 bedroom houses,525.0,3.0,2.0,0.0,0.0,Pri/Sec,1.0
11458,research,3 bedroom houses,525.0,3.0,2.0,0.0,0.0,Primary,1.0
11459,montmorency,3 bedroom houses,525.0,4.0,6.0,0.0,1.0,Primary,3.0
11460,montmorency,3 bedroom houses,525.0,4.0,6.0,0.0,1.0,Secondary,1.0
11461,eltham,4 bedroom houses,650.0,19.0,21.0,0.0,1.0,Primary,3.0
11462,eltham,4 bedroom houses,650.0,19.0,21.0,0.0,1.0,Secondary,2.0
11463,research,4 bedroom houses,650.0,3.0,2.0,0.0,0.0,Pri/Sec,1.0
11464,research,4 bedroom houses,650.0,3.0,2.0,0.0,0.0,Primary,1.0
11465,montmorency,4 bedroom houses,650.0,4.0,6.0,0.0,1.0,Primary,3.0
11466,montmorency,4 bedroom houses,650.0,4.0,6.0,0.0,1.0,Secondary,1.0
11467,eltham,All properties,490.0,19.0,21.0,0.0,1.0,Primary,3.0
11468,eltham,All properties,490.0,19.0,21.0,0.0,1.0,Secondary,2.0
11469,research,All properties,490.0,3.0,2.0,0.0,0.0,Pri/Sec,1.0
11470,research,All properties,490.0,3.0,2.0,0.0,0.0,Primary,1.0
11471,montmorency,All properties,490.0,4.0,6.0,0.0,1.0,Primary,3.0
11472,montmorency,All properties,490.0,4.0,6.0,0.0,1.0,Secondary,1.0
11683,elwood,1 bedroom flats,310.0,14.0,12.0,0.0,0.0,Pri/Sec,1.0
11684,elwood,1 bedroom flats,310.0,14.0,12.0,0.0,0.0,Primary,2.0
11685,elwood,1 bedroom flats,310.0,14.0,12.0,0.0,0.0,Secondary,1.0
11686,elwood,2 bedroom flats,450.0,14.0,12.0,0.0,0.0,Pri/Sec,1.0
11687,elwood,2 bedroom flats,450.0,14.0,12.0,0.0,0.0,Primary,2.0
11688,elwood,2 bedroom flats,450.0,14.0,12.0,0.0,0.0,Secondary,1.0
11689,elwood,2 bedroom houses,670.0,14.0,12.0,0.0,0.0,Pri/Sec,1.0
11690,elwood,2 bedroom houses,670.0,14.0,12.0,0.0,0.0,Primary,2.0
11691,elwood,2 bedroom houses,670.0,14.0,12.0,0.0,0.0,Secondary,1.0
11692,elwood,3 bedroom flats,603.0,14.0,12.0,0.0,0.0,Pri/Sec,1.0
11693,elwood,3 bedroom flats,603.0,14.0,12.0,0.0,0.0,Primary,2.0
11694,elwood,3 bedroom flats,603.0,14.0,12.0,0.0,0.0,Secondary,1.0
11695,elwood,3 bedroom houses,900.0,14.0,12.0,0.0,0.0,Pri/Sec,1.0
11696,elwood,3 bedroom houses,900.0,14.0,12.0,0.0,0.0,Primary,2.0
11697,elwood,3 bedroom houses,900.0,14.0,12.0,0.0,0.0,Secondary,1.0
11698,elwood,4 bedroom houses,1250.0,14.0,12.0,0.0,0.0,Pri/Sec,1.0
11699,elwood,4 bedroom houses,1250.0,14.0,12.0,0.0,0.0,Primary,2.0
11700,elwood,4 bedroom houses,1250.0,14.0,12.0,0.0,0.0,Secondary,1.0
11701,elwood,All properties,420.0,14.0,12.0,0.0,0.0,Pri/Sec,1.0
11702,elwood,All properties,420.0,14.0,12.0,0.0,0.0,Primary,2.0
11703,elwood,All properties,420.0,14.0,12.0,0.0,0.0,Secondary,1.0
11914,essendon,1 bedroom flats,300.0,14.0,20.0,0.0,2.0,Pri/Sec,1.0
11915,essendon,1 bedroom flats,300.0,14.0,20.0,0.0,2.0,Primary,4.0
11916,essendon,1 bedroom flats,300.0,14.0,20.0,0.0,2.0,Secondary,3.0
11917,essendon,2 bedroom flats,365.0,14.0,20.0,0.0,2.0,Pri/Sec,1.0
11918,essendon,2 bedroom flats,365.0,14.0,20.0,0.0,2.0,Primary,4.0
11919,essendon,2 bedroom flats,365.0,14.0,20.0,0.0,2.0,Secondary,3.0
11920,essendon,2 bedroom houses,410.0,14.0,20.0,0.0,2.0,Pri/Sec,1.0
11921,essendon,2 bedroom houses,410.0,14.0,20.0,0.0,2.0,Primary,4.0
11922,essendon,2 bedroom houses,410.0,14.0,20.0,0.0,2.0,Secondary,3.0
11923,essendon,3 bedroom flats,495.0,14.0,20.0,0.0,2.0,Pri/Sec,1.0
11924,essendon,3 bedroom flats,495.0,14.0,20.0,0.0,2.0,Primary,4.0
11925,essendon,3 bedroom flats,495.0,14.0,20.0,0.0,2.0,Secondary,3.0
11926,essendon,3 bedroom houses,500.0,14.0,20.0,0.0,2.0,Pri/Sec,1.0
11927,essendon,3 bedroom houses,500.0,14.0,20.0,0.0,2.0,Primary,4.0
11928,essendon,3 bedroom houses,500.0,14.0,20.0,0.0,2.0,Secondary,3.0
11929,essendon,4 bedroom houses,655.0,14.0,20.0,0.0,2.0,Pri/Sec,1.0
11930,essendon,4 bedroom houses,655.0,14.0,20.0,0.0,2.0,Primary,4.0
11931,essendon,4 bedroom houses,655.0,14.0,20.0,0.0,2.0,Secondary,3.0
11932,essendon,All properties,400.0,14.0,20.0,0.0,2.0,Pri/Sec,1.0
11933,essendon,All properties,400.0,14.0,20.0,0.0,2.0,Primary,4.0
11934,essendon,All properties,400.0,14.0,20.0,0.0,2.0,Secondary,3.0
12145,fairfield,1 bedroom flats,285.0,6.0,12.0,0.0,1.0,Primary,1.0
12146,alphington,1 bedroom flats,285.0,9.0,10.0,0.0,1.0,Pri/Sec,1.0
12147,alphington,1 bedroom flats,285.0,9.0,10.0,0.0,1.0,Primary,2.0
12148,fairfield,2 bedroom flats,430.0,6.0,12.0,0.0,1.0,Primary,1.0
12149,alphington,2 bedroom flats,430.0,9.0,10.0,0.0,1.0,Pri/Sec,1.0
12150,alphington,2 bedroom flats,430.0,9.0,10.0,0.0,1.0,Primary,2.0
12151,fairfield,2 bedroom houses,545.0,6.0,12.0,0.0,1.0,Primary,1.0
12152,alphington,2 bedroom houses,545.0,9.0,10.0,0.0,1.0,Pri/Sec,1.0
12153,alphington,2 bedroom houses,545.0,9.0,10.0,0.0,1.0,Primary,2.0
12154,fairfield,3 bedroom flats,610.0,6.0,12.0,0.0,1.0,Primary,1.0
12155,alphington,3 bedroom flats,610.0,9.0,10.0,0.0,1.0,Pri/Sec,1.0
12156,alphington,3 bedroom flats,610.0,9.0,10.0,0.0,1.0,Primary,2.0
12157,fairfield,3 bedroom houses,690.0,6.0,12.0,0.0,1.0,Primary,1.0
12158,alphington,3 bedroom houses,690.0,9.0,10.0,0.0,1.0,Pri/Sec,1.0
12159,alphington,3 bedroom houses,690.0,9.0,10.0,0.0,1.0,Primary,2.0
12160,fairfield,4 bedroom houses,870.0,6.0,12.0,0.0,1.0,Primary,1.0
12161,alphington,4 bedroom houses,870.0,9.0,10.0,0.0,1.0,Pri/Sec,1.0
12162,alphington,4 bedroom houses,870.0,9.0,10.0,0.0,1.0,Primary,2.0
12163,fairfield,All properties,400.0,6.0,12.0,0.0,1.0,Primary,1.0
12164,alphington,All properties,400.0,9.0,10.0,0.0,1.0,Pri/Sec,1.0
12165,alphington,All properties,400.0,9.0,10.0,0.0,1.0,Primary,2.0
12306,ferntree gully,1 bedroom flats,250.0,10.0,19.0,0.0,1.0,Primary,7.0
12307,ferntree gully,1 bedroom flats,250.0,10.0,19.0,0.0,1.0,Secondary,2.0
12308,ferntree gully,2 bedroom flats,380.0,10.0,19.0,0.0,1.0,Primary,7.0
12309,ferntree gully,2 bedroom flats,380.0,10.0,19.0,0.0,1.0,Secondary,2.0
12310,ferntree gully,2 bedroom houses,0.0,10.0,19.0,0.0,1.0,Primary,7.0
12311,ferntree gully,2 bedroom houses,0.0,10.0,19.0,0.0,1.0,Secondary,2.0
12312,ferntree gully,3 bedroom flats,450.0,10.0,19.0,0.0,1.0,Primary,7.0
12313,ferntree gully,3 bedroom flats,450.0,10.0,19.0,0.0,1.0,Secondary,2.0
12314,ferntree gully,3 bedroom houses,440.0,10.0,19.0,0.0,1.0,Primary,7.0
12315,ferntree gully,3 bedroom houses,440.0,10.0,19.0,0.0,1.0,Secondary,2.0
12316,ferntree gully,4 bedroom houses,500.0,10.0,19.0,0.0,1.0,Primary,7.0
12317,ferntree gully,4 bedroom houses,500.0,10.0,19.0,0.0,1.0,Secondary,2.0
12318,ferntree gully,All properties,435.0,10.0,19.0,0.0,1.0,Primary,7.0
12319,ferntree gully,All properties,435.0,10.0,19.0,0.0,1.0,Secondary,2.0
12460,fitzroy,1 bedroom flats,400.0,21.0,34.0,0.0,0.0,Primary,2.0
12461,fitzroy,1 bedroom flats,400.0,21.0,34.0,0.0,0.0,Secondary,1.0
12462,fitzroy,2 bedroom flats,575.0,21.0,34.0,0.0,0.0,Primary,2.0
12463,fitzroy,2 bedroom flats,575.0,21.0,34.0,0.0,0.0,Secondary,1.0
12464,fitzroy,2 bedroom houses,628.0,21.0,34.0,0.0,0.0,Primary,2.0
12465,fitzroy,2 bedroom houses,628.0,21.0,34.0,0.0,0.0,Secondary,1.0
12466,fitzroy,3 bedroom flats,850.0,21.0,34.0,0.0,0.0,Primary,2.0
12467,fitzroy,3 bedroom flats,850.0,21.0,34.0,0.0,0.0,Secondary,1.0
12468,fitzroy,3 bedroom houses,850.0,21.0,34.0,0.0,0.0,Primary,2.0
12469,fitzroy,3 bedroom houses,850.0,21.0,34.0,0.0,0.0,Secondary,1.0
12470,fitzroy,4 bedroom houses,1020.0,21.0,34.0,0.0,0.0,Primary,2.0
12471,fitzroy,4 bedroom houses,1020.0,21.0,34.0,0.0,0.0,Secondary,1.0
12472,fitzroy,All properties,540.0,21.0,34.0,0.0,0.0,Primary,2.0
12473,fitzroy,All properties,540.0,21.0,34.0,0.0,0.0,Secondary,1.0
12684,fitzroy north,1 bedroom flats,330.0,17.0,16.0,0.0,1.0,Primary,3.0
12685,fitzroy north,1 bedroom flats,330.0,17.0,16.0,0.0,1.0,Secondary,1.0
12686,clifton hill,1 bedroom flats,330.0,6.0,8.0,0.0,1.0,Primary,3.0
12687,fitzroy north,2 bedroom flats,473.0,17.0,16.0,0.0,1.0,Primary,3.0
12688,fitzroy north,2 bedroom flats,473.0,17.0,16.0,0.0,1.0,Secondary,1.0
12689,clifton hill,2 bedroom flats,473.0,6.0,8.0,0.0,1.0,Primary,3.0
12690,fitzroy north,2 bedroom houses,620.0,17.0,16.0,0.0,1.0,Primary,3.0
12691,fitzroy north,2 bedroom houses,620.0,17.0,16.0,0.0,1.0,Secondary,1.0
12692,clifton hill,2 bedroom houses,620.0,6.0,8.0,0.0,1.0,Primary,3.0
12693,fitzroy north,3 bedroom flats,735.0,17.0,16.0,0.0,1.0,Primary,3.0
12694,fitzroy north,3 bedroom flats,735.0,17.0,16.0,0.0,1.0,Secondary,1.0
12695,clifton hill,3 bedroom flats,735.0,6.0,8.0,0.0,1.0,Primary,3.0
12696,fitzroy north,3 bedroom houses,800.0,17.0,16.0,0.0,1.0,Primary,3.0
12697,fitzroy north,3 bedroom houses,800.0,17.0,16.0,0.0,1.0,Secondary,1.0
12698,clifton hill,3 bedroom houses,800.0,6.0,8.0,0.0,1.0,Primary,3.0
12699,fitzroy north,4 bedroom houses,980.0,17.0,16.0,0.0,1.0,Primary,3.0
12700,fitzroy north,4 bedroom houses,980.0,17.0,16.0,0.0,1.0,Secondary,1.0
12701,clifton hill,4 bedroom houses,980.0,6.0,8.0,0.0,1.0,Primary,3.0
12702,fitzroy north,All properties,550.0,17.0,16.0,0.0,1.0,Primary,3.0
12703,fitzroy north,All properties,550.0,17.0,16.0,0.0,1.0,Secondary,1.0
12704,clifton hill,All properties,550.0,6.0,8.0,0.0,1.0,Primary,3.0
12985,flemington,1 bedroom flats,320.0,7.0,11.0,0.0,1.0,Primary,3.0
12986,flemington,1 bedroom flats,320.0,7.0,11.0,0.0,1.0,Secondary,1.0
12987,kensington,1 bedroom flats,320.0,9.0,15.0,0.0,2.0,Primary,2.0
12988,kensington,1 bedroom flats,320.0,9.0,15.0,0.0,2.0,Secondary,1.0
12989,flemington,2 bedroom flats,375.0,7.0,11.0,0.0,1.0,Primary,3.0
12990,flemington,2 bedroom flats,375.0,7.0,11.0,0.0,1.0,Secondary,1.0
12991,kensington,2 bedroom flats,375.0,9.0,15.0,0.0,2.0,Primary,2.0
12992,kensington,2 bedroom flats,375.0,9.0,15.0,0.0,2.0,Secondary,1.0
12993,flemington,2 bedroom houses,520.0,7.0,11.0,0.0,1.0,Primary,3.0
12994,flemington,2 bedroom houses,520.0,7.0,11.0,0.0,1.0,Secondary,1.0
12995,kensington,2 bedroom houses,520.0,9.0,15.0,0.0,2.0,Primary,2.0
12996,kensington,2 bedroom houses,520.0,9.0,15.0,0.0,2.0,Secondary,1.0
12997,flemington,3 bedroom flats,548.0,7.0,11.0,0.0,1.0,Primary,3.0
12998,flemington,3 bedroom flats,548.0,7.0,11.0,0.0,1.0,Secondary,1.0
12999,kensington,3 bedroom flats,548.0,9.0,15.0,0.0,2.0,Primary,2.0
13000,kensington,3 bedroom flats,548.0,9.0,15.0,0.0,2.0,Secondary,1.0
13001,flemington,3 bedroom houses,620.0,7.0,11.0,0.0,1.0,Primary,3.0
13002,flemington,3 bedroom houses,620.0,7.0,11.0,0.0,1.0,Secondary,1.0
13003,kensington,3 bedroom houses,620.0,9.0,15.0,0.0,2.0,Primary,2.0
13004,kensington,3 bedroom houses,620.0,9.0,15.0,0.0,2.0,Secondary,1.0
13005,flemington,4 bedroom houses,840.0,7.0,11.0,0.0,1.0,Primary,3.0
13006,flemington,4 bedroom houses,840.0,7.0,11.0,0.0,1.0,Secondary,1.0
13007,kensington,4 bedroom houses,840.0,9.0,15.0,0.0,2.0,Primary,2.0
13008,kensington,4 bedroom houses,840.0,9.0,15.0,0.0,2.0,Secondary,1.0
13009,flemington,All properties,400.0,7.0,11.0,0.0,1.0,Primary,3.0
13010,flemington,All properties,400.0,7.0,11.0,0.0,1.0,Secondary,1.0
13011,kensington,All properties,400.0,9.0,15.0,0.0,2.0,Primary,2.0
13012,kensington,All properties,400.0,9.0,15.0,0.0,2.0,Secondary,1.0
13153,flora hill,1 bedroom flats,220.0,0.0,2.0,27.0,0.0,0,0.0
13154,bendigo east,1 bedroom flats,220.0,0.0,0.0,0.0,0.0,0,0.0
13155,flora hill,2 bedroom flats,305.0,0.0,2.0,27.0,0.0,0,0.0
13156,bendigo east,2 bedroom flats,305.0,0.0,0.0,0.0,0.0,0,0.0
13157,flora hill,2 bedroom houses,340.0,0.0,2.0,27.0,0.0,0,0.0
13158,bendigo east,2 bedroom houses,340.0,0.0,0.0,0.0,0.0,0,0.0
13159,flora hill,3 bedroom flats,380.0,0.0,2.0,27.0,0.0,0,0.0
13160,bendigo east,3 bedroom flats,380.0,0.0,0.0,0.0,0.0,0,0.0
13161,flora hill,3 bedroom houses,400.0,0.0,2.0,27.0,0.0,0,0.0
13162,bendigo east,3 bedroom houses,400.0,0.0,0.0,0.0,0.0,0,0.0
13163,flora hill,4 bedroom houses,460.0,0.0,2.0,27.0,0.0,0,0.0
13164,bendigo east,4 bedroom houses,460.0,0.0,0.0,0.0,0.0,0,0.0
13165,flora hill,All properties,375.0,0.0,2.0,27.0,0.0,0,0.0
13166,bendigo east,All properties,375.0,0.0,0.0,0.0,0.0,0,0.0
13307,footscray,1 bedroom flats,300.0,28.0,47.0,0.0,2.0,Primary,5.0
13308,footscray,1 bedroom flats,300.0,28.0,47.0,0.0,2.0,Secondary,1.0
13309,footscray,2 bedroom flats,390.0,28.0,47.0,0.0,2.0,Primary,5.0
13310,footscray,2 bedroom flats,390.0,28.0,47.0,0.0,2.0,Secondary,1.0
13311,footscray,2 bedroom houses,450.0,28.0,47.0,0.0,2.0,Primary,5.0
13312,footscray,2 bedroom houses,450.0,28.0,47.0,0.0,2.0,Secondary,1.0
13313,footscray,3 bedroom flats,500.0,28.0,47.0,0.0,2.0,Primary,5.0
13314,footscray,3 bedroom flats,500.0,28.0,47.0,0.0,2.0,Secondary,1.0
13315,footscray,3 bedroom houses,500.0,28.0,47.0,0.0,2.0,Primary,5.0
13316,footscray,3 bedroom houses,500.0,28.0,47.0,0.0,2.0,Secondary,1.0
13317,footscray,4 bedroom houses,580.0,28.0,47.0,0.0,2.0,Primary,5.0
13318,footscray,4 bedroom houses,580.0,28.0,47.0,0.0,2.0,Secondary,1.0
13319,footscray,All properties,370.0,28.0,47.0,0.0,2.0,Primary,5.0
13320,footscray,All properties,370.0,28.0,47.0,0.0,2.0,Secondary,1.0
13461,frankston,1 bedroom flats,260.0,23.0,33.0,0.0,2.0,Primary,9.0
13462,frankston,1 bedroom flats,260.0,23.0,33.0,0.0,2.0,Secondary,3.0
13463,frankston,2 bedroom flats,360.0,23.0,33.0,0.0,2.0,Primary,9.0
13464,frankston,2 bedroom flats,360.0,23.0,33.0,0.0,2.0,Secondary,3.0
13465,frankston,2 bedroom houses,375.0,23.0,33.0,0.0,2.0,Primary,9.0
13466,frankston,2 bedroom houses,375.0,23.0,33.0,0.0,2.0,Secondary,3.0
13467,frankston,3 bedroom flats,450.0,23.0,33.0,0.0,2.0,Primary,9.0
13468,frankston,3 bedroom flats,450.0,23.0,33.0,0.0,2.0,Secondary,3.0
13469,frankston,3 bedroom houses,450.0,23.0,33.0,0.0,2.0,Primary,9.0
13470,frankston,3 bedroom houses,450.0,23.0,33.0,0.0,2.0,Secondary,3.0
13471,frankston,4 bedroom houses,540.0,23.0,33.0,0.0,2.0,Primary,9.0
13472,frankston,4 bedroom houses,540.0,23.0,33.0,0.0,2.0,Secondary,3.0
13473,frankston,All properties,420.0,23.0,33.0,0.0,2.0,Primary,9.0
13474,frankston,All properties,420.0,23.0,33.0,0.0,2.0,Secondary,3.0
13685,geelong,1 bedroom flats,315.0,26.0,48.0,47.0,0.0,Primary,2.0
13686,geelong,1 bedroom flats,315.0,26.0,48.0,47.0,0.0,Secondary,1.0
13687,newcombe,1 bedroom flats,315.0,0.0,0.0,0.0,0.0,0,0.0
13688,geelong,2 bedroom flats,390.0,26.0,48.0,47.0,0.0,Primary,2.0
13689,geelong,2 bedroom flats,390.0,26.0,48.0,47.0,0.0,Secondary,1.0
13690,newcombe,2 bedroom flats,390.0,0.0,0.0,0.0,0.0,0,0.0
13691,geelong,2 bedroom houses,395.0,26.0,48.0,47.0,0.0,Primary,2.0
13692,geelong,2 bedroom houses,395.0,26.0,48.0,47.0,0.0,Secondary,1.0
13693,newcombe,2 bedroom houses,395.0,0.0,0.0,0.0,0.0,0,0.0
13694,geelong,3 bedroom flats,440.0,26.0,48.0,47.0,0.0,Primary,2.0
13695,geelong,3 bedroom flats,440.0,26.0,48.0,47.0,0.0,Secondary,1.0
13696,newcombe,3 bedroom flats,440.0,0.0,0.0,0.0,0.0,0,0.0
13697,geelong,3 bedroom houses,410.0,26.0,48.0,47.0,0.0,Primary,2.0
13698,geelong,3 bedroom houses,410.0,26.0,48.0,47.0,0.0,Secondary,1.0
13699,newcombe,3 bedroom houses,410.0,0.0,0.0,0.0,0.0,0,0.0
13700,geelong,4 bedroom houses,540.0,26.0,48.0,47.0,0.0,Primary,2.0
13701,geelong,4 bedroom houses,540.0,26.0,48.0,47.0,0.0,Secondary,1.0
13702,newcombe,4 bedroom houses,540.0,0.0,0.0,0.0,0.0,0,0.0
13703,geelong,All properties,400.0,26.0,48.0,47.0,0.0,Primary,2.0
13704,geelong,All properties,400.0,26.0,48.0,47.0,0.0,Secondary,1.0
13705,newcombe,All properties,400.0,0.0,0.0,0.0,0.0,0,0.0
13916,gladstone park,1 bedroom flats,285.0,2.0,3.0,0.0,0.0,Primary,3.0
13917,gladstone park,1 bedroom flats,285.0,2.0,3.0,0.0,0.0,Secondary,1.0
13918,tullamarine,1 bedroom flats,285.0,5.0,9.0,0.0,0.0,Primary,1.0
13919,gladstone park,2 bedroom flats,345.0,2.0,3.0,0.0,0.0,Primary,3.0
13920,gladstone park,2 bedroom flats,345.0,2.0,3.0,0.0,0.0,Secondary,1.0
13921,tullamarine,2 bedroom flats,345.0,5.0,9.0,0.0,0.0,Primary,1.0
13922,gladstone park,2 bedroom houses,385.0,2.0,3.0,0.0,0.0,Primary,3.0
13923,gladstone park,2 bedroom houses,385.0,2.0,3.0,0.0,0.0,Secondary,1.0
13924,tullamarine,2 bedroom houses,385.0,5.0,9.0,0.0,0.0,Primary,1.0
13925,gladstone park,3 bedroom flats,415.0,2.0,3.0,0.0,0.0,Primary,3.0
13926,gladstone park,3 bedroom flats,415.0,2.0,3.0,0.0,0.0,Secondary,1.0
13927,tullamarine,3 bedroom flats,415.0,5.0,9.0,0.0,0.0,Primary,1.0
13928,gladstone park,3 bedroom houses,410.0,2.0,3.0,0.0,0.0,Primary,3.0
13929,gladstone park,3 bedroom houses,410.0,2.0,3.0,0.0,0.0,Secondary,1.0
13930,tullamarine,3 bedroom houses,410.0,5.0,9.0,0.0,0.0,Primary,1.0
13931,gladstone park,4 bedroom houses,470.0,2.0,3.0,0.0,0.0,Primary,3.0
13932,gladstone park,4 bedroom houses,470.0,2.0,3.0,0.0,0.0,Secondary,1.0
13933,tullamarine,4 bedroom houses,470.0,5.0,9.0,0.0,0.0,Primary,1.0
13934,gladstone park,All properties,400.0,2.0,3.0,0.0,0.0,Primary,3.0
13935,gladstone park,All properties,400.0,2.0,3.0,0.0,0.0,Secondary,1.0
13936,tullamarine,All properties,400.0,5.0,9.0,0.0,0.0,Primary,1.0
14217,glen waverley,1 bedroom flats,360.0,19.0,42.0,0.0,2.0,Primary,8.0
14218,glen waverley,1 bedroom flats,360.0,19.0,42.0,0.0,2.0,Secondary,3.0
14219,mulgrave,1 bedroom flats,360.0,10.0,15.0,0.0,0.0,Primary,3.0
14220,mulgrave,1 bedroom flats,360.0,10.0,15.0,0.0,0.0,Secondary,2.0
14221,glen waverley,2 bedroom flats,430.0,19.0,42.0,0.0,2.0,Primary,8.0
14222,glen waverley,2 bedroom flats,430.0,19.0,42.0,0.0,2.0,Secondary,3.0
14223,mulgrave,2 bedroom flats,430.0,10.0,15.0,0.0,0.0,Primary,3.0
14224,mulgrave,2 bedroom flats,430.0,10.0,15.0,0.0,0.0,Secondary,2.0
14225,glen waverley,2 bedroom houses,420.0,19.0,42.0,0.0,2.0,Primary,8.0
14226,glen waverley,2 bedroom houses,420.0,19.0,42.0,0.0,2.0,Secondary,3.0
14227,mulgrave,2 bedroom houses,420.0,10.0,15.0,0.0,0.0,Primary,3.0
14228,mulgrave,2 bedroom houses,420.0,10.0,15.0,0.0,0.0,Secondary,2.0
14229,glen waverley,3 bedroom flats,500.0,19.0,42.0,0.0,2.0,Primary,8.0
14230,glen waverley,3 bedroom flats,500.0,19.0,42.0,0.0,2.0,Secondary,3.0
14231,mulgrave,3 bedroom flats,500.0,10.0,15.0,0.0,0.0,Primary,3.0
14232,mulgrave,3 bedroom flats,500.0,10.0,15.0,0.0,0.0,Secondary,2.0
14233,glen waverley,3 bedroom houses,470.0,19.0,42.0,0.0,2.0,Primary,8.0
14234,glen waverley,3 bedroom houses,470.0,19.0,42.0,0.0,2.0,Secondary,3.0
14235,mulgrave,3 bedroom houses,470.0,10.0,15.0,0.0,0.0,Primary,3.0
14236,mulgrave,3 bedroom houses,470.0,10.0,15.0,0.0,0.0,Secondary,2.0
14237,glen waverley,4 bedroom houses,570.0,19.0,42.0,0.0,2.0,Primary,8.0
14238,glen waverley,4 bedroom houses,570.0,19.0,42.0,0.0,2.0,Secondary,3.0
14239,mulgrave,4 bedroom houses,570.0,10.0,15.0,0.0,0.0,Primary,3.0
14240,mulgrave,4 bedroom houses,570.0,10.0,15.0,0.0,0.0,Secondary,2.0
14241,glen waverley,All properties,500.0,19.0,42.0,0.0,2.0,Primary,8.0
14242,glen waverley,All properties,500.0,19.0,42.0,0.0,2.0,Secondary,3.0
14243,mulgrave,All properties,500.0,10.0,15.0,0.0,0.0,Primary,3.0
14244,mulgrave,All properties,500.0,10.0,15.0,0.0,0.0,Secondary,2.0
14455,golden square,1 bedroom flats,260.0,5.0,6.0,67.0,0.0,Primary,2.0
14456,kangaroo flat,1 bedroom flats,260.0,3.0,6.0,62.0,0.0,Primary,2.0
14457,kangaroo flat,1 bedroom flats,260.0,3.0,6.0,62.0,0.0,Secondary,1.0
14458,golden square,2 bedroom flats,310.0,5.0,6.0,67.0,0.0,Primary,2.0
14459,kangaroo flat,2 bedroom flats,310.0,3.0,6.0,62.0,0.0,Primary,2.0
